"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT14","WT16","WT18"
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-11",,,"0.05","0.0","1.0","44","33","39",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-12",,,"0.00","0.0",,"47","33","38",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-13",,,"0.00","0.0","0.0","40","32","36",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-14",,,"0.00","0.0","0.0","42","28","40",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-15",,,"0.00","0.0","0.0","41","34","37",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-16",,,"0.00","0.0","0.0","40","32","34",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-17",,,"0.00","0.0","0.0","44","32","33",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-18",,,"0.00","0.0","0.0","36","26","26",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-19",,,"0.26","3.8","3.0","27","20","25",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-20",,,,"0.1","3.0","34","11","25",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-21",,,"0.03","0.5","2.0","38","24","38",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-22",,,"0.00","0.0",,"49","30","30",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-23",,,"0.03","0.0",,"48","29","39",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-24",,,"0.19","0.0","0.0","43","37","42",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-25",,,"0.00","0.0","0.0","47","29","29",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-26",,,"0.00","0.0","0.0","56","22","31",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-27",,,"0.00","0.0","0.0","59","23","33",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-28",,,"0.00","0.0","0.0","58","25","35",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-29",,,"0.00","0.0","0.0","58","32","49",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-30",,,"0.18","0.0","0.0","54","38","38",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-01-31",,,"0.27","0.0","0.0","40","33","40",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-01",,,"0.29","0.0","0.0","58","35","35",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-02",,,"0.00","0.0","0.0","39","25","25",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-03",,,"0.00","0.0","0.0","45","18","29",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-04",,,"0.00","0.0","0.0","35","17","17",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-05",,,"0.00","0.0","0.0","35","14","31",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-06",,,"0.00","0.0","0.0","41","29","30",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-07",,,"0.00","0.0","0.0","49","28","28",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-08",,,"0.00","0.0","0.0","53","27","35",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-09",,,"0.00","0.0","0.0","50","28","42",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-10",,,"0.96","0.0","0.0","43","38","42",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-11",,,"0.09","0.0","0.0","42","21","21",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-12",,,"0.00","0.0","0.0","49","20","40",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-13",,,"0.00","0.0","0.0","41","21","21",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-14",,,"0.00","0.0","0.0","45","13","29",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-15",,,"0.00","0.0","0.0","50","24","46",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-16",,,"0.00","0.0","0.0","50","35","42",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-17",,,"0.00","0.0","0.0","44","27","27",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-18",,,"0.00","0.0","0.0","44","22","27",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-19",,,"0.00","0.0","0.0","50","18","41",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-20",,,"0.08","0.0","0.0","55","40","51",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-21",,,"0.04","0.0","0.0","52","42","42",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-22",,,"0.00","0.0","0.0","52","36","36",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-23",,,"0.00","0.0","0.0","46","28","28",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-24",,,"0.00","0.0","0.0","52","19","32",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-25",,,"0.00","0.0","0.0","57","29","48",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-26",,,"0.12","0.0","0.0","55","31","40",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-27",,,"0.00","0.0","0.0","40","25","25",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-02-28",,,"0.00","0.0","0.0","39","25","27",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-01",,,"0.00","0.0","0.0","46","17","28",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-02",,,"0.21","0.0","0.0","45","23","42",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-03",,,"0.50","0.0","0.0","58","32","32",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-04",,,"0.00","0.0","0.0","32","17","17",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-05",,,"0.00","0.0","0.0","34","14","25",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-06",,,"0.00","0.0","0.0","64","21","38",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-07",,,"0.00","0.0","0.0","59","27","44",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-08",,,"0.00","0.0","0.0","69","30","60",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-09",,,"0.05","0.0","0.0","64","52","64",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-10",,,"0.25","0.0","0.0","64","26","26",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-11",,,"0.00","0.0","0.0","42","24","32",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-12",,,"0.00","0.0","0.0","48","32","38",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-13",,,"0.01","0.0","0.0","45","33","43",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-14",,,"0.00","0.0","0.0","65","42","56",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-15",,,"0.04","0.0","0.0","69","51","59",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-16",,,"0.48","0.0","0.0","59","33","33",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-17",,,"0.18","0.5",,"37","27","33",,,"    1",,"    1",,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-18",,,"0.04","0.0",,"39","33","38",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-19",,,"0.00","0.0",,"45","37","40",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-20",,,"0.69","0.0","0.0","41","34","41",,,"    1",,"    1",,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-21",,,"0.00","0.0","0.0","55","26","26",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-22",,,"0.00","0.1","0.0","30","17","24",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-23",,,"0.00","0.0","0.0","49","18","39",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-24",,,"0.00","0.0","0.0","53","25","39",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-25",,,"0.12","1.1",,"39","32","32",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-26",,,"2.24","0.0",,"39","32","37",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-27",,,"0.00","0.0",,"42","36","36",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-28",,,"0.00","0.0",,"54","27","35",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-29",,,"0.00","0.0","0.0","65","34","56",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-30",,,"0.01","0.0","0.0","66","49","49",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-03-31",,,"0.11","0.0","0.0","61","37","46",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-01",,,"0.00","0.0","0.0","52","37","37",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-02",,,"0.00","0.0","0.0","65","33","59",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-03",,,"0.00","0.0","0.0","60","38","38",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-04",,,"0.00","0.0","0.0","48","28","33",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-05",,,"0.00","0.0","0.0","42","23","34",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-06",,,"0.00","0.2","0.0","43","27","29",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-07",,,"0.00","0.0","0.0","53","20","46",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-08",,,"0.00","0.0","0.0","60","42","57",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-09",,,"0.11","0.0","0.0","68","56","59",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-10",,,"0.00","0.0","0.0","65","44","48",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-11",,,"0.00","0.0","0.0","70","33","58",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-12",,,"0.00","0.0","0.0","58","42","56",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-13",,,"0.36","0.0","0.0","66","56","57",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-14",,,"0.48","0.0","0.0","74","49","62",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-15",,,"0.00","0.0","0.0","79","58","69",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-16",,,"0.00","0.0","0.0","92","55","71",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-17",,,"0.00","0.0","0.0","93","55","79",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-18",,,"0.00","0.0","0.0","92","62","78",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-19",,,"0.00","0.0","0.0","90","58","71",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-20",,,"0.01","0.0","0.0","71","54","54",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-21",,,"0.02",,"0.0","54","42","42",,,,,"    1",,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-22",,,"0.16",,"0.0","53","40","40",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-23",,,"0.00","0.0","0.0","57","34","45",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-24",,,"0.00","0.0","0.0","63","29","55",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-25",,,"0.12","0.0","0.0","58","40","40",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-26",,,"0.00","0.0","0.0","62","33","47",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-27",,,"0.00","0.0","0.0","62","29","56",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-28",,,"1.21","0.0","0.0","65","46","59",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-29",,,"0.01","0.0","0.0","59","41","41",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-04-30",,,"0.05","0.0","0.0","60","38","47",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-01",,,"0.00","0.0","0.0","68","32","57",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-02",,,"0.58","0.0","0.0","74","47","61",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-03",,,"0.00","0.0","0.0","61","43","47",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-04",,,"0.00","0.0","0.0","66","31","57",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-05",,,"0.00","0.0","0.0","77","36","59",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-06",,,"0.06","0.0","0.0","75","41","60",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-07",,,"0.00","0.0","0.0","77","59","67",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-08",,,"0.00","0.0","0.0","69","51","63",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-09",,,"0.68","0.0","0.0","63","49","55",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-10",,,"0.01","0.0","0.0","72","51","59",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-11",,,"0.00","0.0","0.0","69","38","62",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-12",,,"1.33","0.0","0.0","62","51","57",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-13",,,"1.27","0.0","0.0","69","53","53",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-14",,,"0.16","0.0","0.0","57","43","46",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-15",,,"0.00","0.0","0.0","71","42","52",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-16",,,"0.00","0.0","0.0","78","39","69",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-17",,,"0.10","0.0","0.0","73","51","51",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-18",,,"0.93","0.0","0.0","54","39","44",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-19",,,"0.00","0.0","0.0","57","37","48",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-20",,,"0.07","0.0","0.0","55","36","42",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-21",,,"0.01","0.0","0.0","56","33","45",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-22",,,"0.00","0.0","0.0","69","32","53",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-23",,,"0.00","0.0","0.0","79","36","61",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-24",,,"0.00","0.0","0.0","82","47","65",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-25",,,"0.00","0.0","0.0","66","46","63",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-26",,,"0.00","0.0","0.0","83","59","66",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-27",,,"0.00","0.0","0.0","82","51","70",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-28",,,"0.06","0.0","0.0","82","51","64",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-29",,,"0.10","0.0","0.0","77","63","68",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-30",,,"0.58","0.0","0.0","83","63","65",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-05-31",,,"0.26","0.0","0.0","87","60","68",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-01",,,"0.00","0.0","0.0","88","58","68",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-02",,,"0.00","0.0","0.0","79","55","64",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-03",,,"0.00","0.0","0.0","71","46","63",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-04",,,"0.01","0.0","0.0","75","49","71",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-05",,,"0.55","0.0","0.0","91","65","68",,,,"    1",,"    1",,,,"    1",,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-06",,,"1.52","0.0","0.0","68","57","58",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-07",,,"0.03","0.0","0.0","78","51","62",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-08",,,"0.00","0.0","0.0","79","51","68",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-09",,,"0.00","0.0","0.0","88","55","72",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-10",,,"0.00","0.0","0.0","86","61","75",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-11",,,"0.00","0.0","0.0","89","61","76",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-12",,,"0.04","0.0","0.0","85","66","73",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-13",,,"0.00","0.0","0.0","82","63","68",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-14",,,"0.50","0.0","0.0","68","59","59",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-15",,,"0.68","0.0","0.0","71","58","62",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-16",,,"0.01","0.0","0.0","75","56","60",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-17",,,"0.00","0.0","0.0","78","50","57",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-18",,,"0.01","0.0","0.0","79","47","65",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-19",,,"0.00","0.0","0.0","84","54","70",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-20",,,"0.00","0.0","0.0","86","57","73",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-21",,,"0.00","0.0","0.0","87","60","76",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-22",,,"0.00","0.0","0.0","90","61","80",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-23",,,"0.00","0.0","0.0","92","66","78",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-24",,,"0.05","0.0","0.0","90","73","73",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-25",,,"0.00","0.0","0.0","93","70","79",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-26",,,"0.00","0.0","0.0","92","69","82",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-27",,,"0.18","0.0","0.0","88","70","70",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-28",,,"0.05","0.0","0.0","84","68","69",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-29",,,"0.00","0.0","0.0","87","59","72",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-06-30",,,"0.00","0.0","0.0","90","63","74",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-01",,,"0.00","0.0","0.0","92","63","78",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-02",,,"0.00","0.0","0.0","96","69","82",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-03",,,"0.00","0.0","0.0","97","73","83",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-04",,,"0.00","0.0","0.0","97","75","84",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-05",,,"0.00","0.0","0.0","84","68","68",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-06",,,"0.00","0.0","0.0","80","59","65",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-07",,,"0.00","0.0","0.0","83","57","70",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-08",,,"0.00","0.0","0.0","92","58","74",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-09",,,"0.21","0.0","0.0","86","65","71",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-10",,,"0.01","0.0","0.0","80","65","65",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-11",,,"0.00","0.0","0.0","78","50","62",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-12",,,"0.00","0.0","0.0","83","47","66",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-13",,,"0.00","0.0","0.0","84","51","72",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-14",,,"0.00","0.0","0.0","84","61","74",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-15",,,"0.00","0.0","0.0","92","62","78",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-16",,,"0.00","0.0","0.0","89","65","73",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-17",,,"0.00","0.0","0.0","98","61","80",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-18",,,"0.00","0.0","0.0","93","71","80",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-19",,,"0.17","0.0","0.0","90","69","71",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-20",,,"0.00","0.0","0.0","88","67","73",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-21",,,"0.00","0.0","0.0","89","63","80",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-22",,,"0.00","0.0","0.0","97","73","85",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-23",,,"0.45","0.0","0.0","94","68","68",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-24",,,"0.00","0.0","0.0","85","60","69",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-25",,,"0.00","0.0","0.0","77","64","74",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-26",,,"0.11","0.0","0.0","74","62","67",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-27",,,"0.19","0.0","0.0","81","65","75",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-28",,,"0.80","0.0","0.0","83","70","76",,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-29",,,"0.07","0.0","0.0","95","72","80",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-30",,,"0.01","0.0","0.0","91","74","76",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-07-31",,,"0.00","0.0","0.0","94","66","82",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-08-01",,,"0.00","0.0","0.0","96","69","78",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-08-02",,,"0.00","0.0","0.0","98","69","77",,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-08-03",,,"0.00","0.0","0.0","96","71","78",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-08-04",,,"0.00","0.0","0.0","96","64","77",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-08-05",,,"0.10","0.0","0.0","90","70","77",,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-08-06",,,"0.00","0.0","0.0","77","64","64",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-08-07",,,"0.00","0.0","0.0","79","55","63",,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","2002-08-08",,,"0.00","0.0","0.0","83","53","65",,,,,,,,,,,,,
